ASV	Domain	Phylum	Class	Order	Family	Genus	Species	
47be2726d33b06794716e5decaeb4401	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__uncultured_marine
0a63579a1b5ffd81a83962f61b78fb72	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
09deea1065c0a0ec1447c2fd80094287	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Cellulomonadaceae	 g__Cellulomonas	
bf3bc7a7c78fa513547ba5caec6a333a	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Sulfurimonadaceae	 g__Sulfurimonas	
58823459d81bf258c074574d9a179c10	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
14a199bc486b54fd0dadd133909bdd22	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Thalassotalea	 s__uncultured_proteobacterium
de38a2810875b6d61892fcb292bb6666	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Flammeovirgaceae	 g__Algivirga	 s__uncultured_bacterium
f17a8ee4bccb3e82bea0981bf6fd38a4	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__Phycisphaera	 s__Phycisphaera_mikurensis
42559948a7bc527da421be7f0052e2b4	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	 s__uncultured_bacterium
d53959bbbfede4da4c7b912764c3b186	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__KI89A_clade	 f__KI89A_clade	 g__KI89A_clade	 s__uncultured_gamma
c3a9782fb2ec4059854981d398b5cad4	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__Vicingus	 s__uncultured_sediment
7f75ab87020796bbe6996c4b0a8100ca	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__Desulforhopalus	 s__uncultured_delta
e0bb7913cb6ecc8da01180534a2f027e	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Roseimaritima	
fb3f5ceb1f44f2e33fef93bb7b083a5b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	 s__marine_bacterium
be08434aaadb8295e5e4834030ee61bb	d__Archaea	 p__Nanoarchaeota	 c__Nanoarchaeia	 o__Woesearchaeales	 f__Woesearchaeales	 g__Woesearchaeales	
61344dd26dbab81fa5da94bf2ede2c1c	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_bacterium
3ad5c635a6ed392e024844df8c4a7a07	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__Thermoanaerobaculales	 f__Thermoanaerobaculaceae	 g__Subgroup_23	
5da59a3a1c2134cb90479aad187239bf	d__Bacteria	 p__Planctomycetota	 c__BD7-11	 o__BD7-11	 f__BD7-11	 g__BD7-11	 s__uncultured_bacterium
033f7c0a273e73970b9ac9e3480aa4ab	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_Bacteroidetes/Chlorobi
0eea986f4d94afc1a1e0e26de5f2a67e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__uncultured	 s__Teredinibacter_sp.
e752d06e4884c89afb907b09d86c5ea3	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Litorimonas	 s__Litorimonas_cladophorae
978ca02b89783fd0920485bebe7ade59	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	
5a0a413790f5e00e2d451bc66d57b6e5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae		
f65f16b00c072ad23e0156ac68e354a2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Cocleimonas	 s__uncultured_bacterium
86de55eeae3821e348cf861446e4de6a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
7ff7170ba7c0d8c027768f23a8cc432b	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	 s__uncultured_delta
541349a735b0f6ad28d67d7fab6f3704	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
e6a7dc8574f7bb5301c8ec5fdf95bd63	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__UBA10353_marine_group	 f__UBA10353_marine_group	 g__UBA10353_marine_group	
f2986b82eabf7de62dd04c3acc3ad374	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__EV818SWSAP88	 f__EV818SWSAP88	 g__EV818SWSAP88	 s__uncultured_gamma
0aa61cec8147ecaae353a8a9d6e4e864	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Shewanellaceae	 g__Shewanella	 s__Shewanella_aestuarii
7f373f7dd71a29dbf281a41004d5ada9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
cc3c120b7c9fd8075db752977d416082	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Dermabacteraceae	 g__Brachybacterium	
c5de555089470f08bb85dacd774a1310	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	 s__Pseudomonas_pohangensis
174157654da7b65f32f2055cb3d38a97	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__OM60(NOR5)_clade	 s__metagenome
874c9fad157228d7a5dd30fca4917533	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae		
7a1d50b0372d626b6d033fa2d4869cec	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
98672f9dd3188ba1b8496e3b0cb63320	d__Bacteria	 p__Dependentiae	 c__Babeliae	 o__Babeliales	 f__Vermiphilaceae	 g__Vermiphilaceae	
3af2710046721a566152b83f3d82a214	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae		
9246c2b01323a04c7b80f4b6fdbd2fe4	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
ae3be87b0d4f7ecf771187ce8fa4ba68	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_bacterium
becc1142f68d8e50ca2c619948af6412	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Cellulomonadaceae	 g__Cellulomonas	
166684f6dc975ff66db5db52c8f6f71e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	 s__uncultured_gamma
805d0dfaa3b1f80719840bf8b53e5ec3	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Xenococcaceae	 g__Pleurocapsa_PCC-7319	
41a276009f904b1d77e1b386630e9612	d__Bacteria	 p__Desulfobacterota	 c__Desulfobacteria	 o__Desulfobacterales	 f__Desulfosarcinaceae		
13e68a4d58bd586bccb70e9088dba88c	d__Bacteria	 p__Verrucomicrobiota	 c__Lentisphaeria	 o__Victivallales			
94235eceeadc18a50858b2aee0c52311	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	
61ed527f665b2431b301fccd3b5dc750	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_marine
6590c8318cda73a3643a4dae9a46057e	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__uncultured	 s__uncultured_planctomycete
d0daf90fd1865029065f69471663a578	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Alteromonadaceae	 g__Paraglaciecola	
b90867ba6ff9be503fb5b5c1a98c58ed	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
e15e6898640f8ac95fd9695d7bd9b001	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__uncultured_bacterium
40e7083eef14f27d33c07559a01f5428	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
cb57c8fecaf829811fa9226240b06dfb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	 s__uncultured_bacterium
7158e1b7277c782e996c876a079ddf24	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae		
41a80f49661bfdb7a5659f3935ae947f	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	
391b2788adcc56c13ed796e099d172f1	d__Bacteria	 p__Acidobacteriota	 c__Subgroup_22	 o__Subgroup_22	 f__Subgroup_22	 g__Subgroup_22	 s__uncultured_bacterium
c581d33c11870d79484fe34bdf0730a9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Legionellales	 f__Legionellaceae	 g__Legionella	 s__uncultured_organism
64d60d98b90f3393a671487b871283ec	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__uncultured_delta
4424be51f75538ac3a47ad14d1977eb2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Thalassotalea	
5e5fdf4b5950f71d76653419c71e2929	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rubripirellula	 s__uncultured_bacterium
5774ea6975930f935d6cf3afa2b24293	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Kangiellaceae	 g__uncultured	 s__uncultured_gamma
22ea43a4fe84bc0fc3c88b5c43e8584a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Litorimonas	 s__Litorimonas_cladophorae
394223211e79eea6eace9f1b36de0480	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	
1134cda10a70135e1f702704996517f7	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Endozoicomonadaceae	 g__Kistimonas	
f8ced9e4dd910b363cd1e5c176da078b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	
23d4a58de414f71a65ffde718f291d16	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Flammeovirgaceae	 g__uncultured	 s__Marivirga_sericea
d38b9617981e0e85f0678346d3c49aba	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__uncultured_organism
34691ff0f4ae7626bdffd60153dd4eb4	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Coxiellales	 f__Coxiellaceae	 g__Coxiella	
4d739f5b61691d2ad04a28cd1e2b0f13	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	
edceaa23cd33e87e23453b029a6ee016	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__Fuerstia	 s__uncultured_bacterium
f21df8c762eac56083564b0ed917bbb9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Thalassotalea	 s__uncultured_proteobacterium
41a269c9dd14535d6d58fa52a82ae8c8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae		
d7b4d6ae17716bef7af3d5630ff13a58	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Rubritalea	 s__uncultured_bacterium
bbda904b6e17c7529cb92fa0635ddcdf	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Robiginitomaculum	 s__uncultured_gamma
6aa99c41e73bdeefc4038c1612a4ea0d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidetes_VC2.1_Bac22	 f__Bacteroidetes_VC2.1_Bac22	 g__Bacteroidetes_VC2.1_Bac22	
5761c7e23c1463d57b637c7bd55dc629	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Marinomonadaceae	 g__Marinomonas	
dc36a47d3d63f9b1d013bd320ed6c9be	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae		
0ab718dd9353e04db4fa775cf18968a3	d__Bacteria	 p__Calditrichota	 c__Calditrichia	 o__Calditrichales	 f__Calditrichaceae	 g__Calditrichaceae	 s__uncultured_Deferribacteres
940061ade5f38aec961289072fdb4604	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_bacterium
3d38d122e8e8fb72ddf824334be66cce	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Marinomonadaceae	 g__Marinomonas	
bf5e39ad43c7448e711c465a7ad06f41	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Xenococcaceae	 g__Pleurocapsa_PCC-7319	
355d6575b8e9d3012a74a983e382aa19	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
24ca5c61e7600fc21027bcc188b8956e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__Reyranella	
e387862c98c4fa3e03af73bbc587ff6e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__Chromatiaceae	 g__Candidatus_Thiobios	 s__uncultured_gamma
d5aab1eea9b58170b44bad21ba25e5cf	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__WCHB1-41	 f__WCHB1-41	 g__WCHB1-41	
95839dbbcd8a42a0126fd7393380d0de	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__uncultured	 s__uncultured_sediment
f91eb141ee4c503583b1c789225327d2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Maribacter	
5b4fdf104edee0f1a9ca01d24559a491	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Candidatus_Megaira	 s__metagenome
ff8a5eeada5771954a06dfbf4644e20f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
2d0a380fa6a6107d410b619bf168dfd6	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	 s__uncultured_prokaryote
c4032b27425d3629060356824a73b4f4	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Candidatus_Peregrinibacteria	 f__Candidatus_Peregrinibacteria	 g__Candidatus_Peregrinibacteria	 s__uncultured_bacterium
05d531d10389a162c36a203e5e2d766a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Roseivirga	 s__Roseivirga_maritima
49e6fbd8f5955e39cf083841c8e7a6f4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Kordiimonadales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
71c02311509d8e5b603bd8e79c8bf921	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Cocleimonas	 s__uncultured_gamma
d5ddc6fb8d67ff979517465c25a96b5d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Aurantivirga	 s__uncultured_bacterium
163f32afa0285366b5f0806ff8ce3061	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	 s__uncultured_organism
05831e048907e61acc1500cd4c979528	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
1fc06692f27cede76ccd3340bf954278	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	
792c017ce797593fe7b942a772432ae6	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Xenococcaceae	 g__Pleurocapsa_PCC-7319	
6dc76ad240078e92091958d5033e3eb7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__Cryomorpha	 s__uncultured_deep-sea
7a50a243b94a3268a7883568005cd8fb	d__Bacteria						
a4c21d073d03faa5e7568e48f4023915	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Psychromonadaceae	 g__Agarivorans	
15920c96f3c33341984d5661155475db	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Taibaiella	 s__uncultured_Bacteroidetes
0c6cafabc6e5b4fa76631af0ef3fd7f2	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__uncultured_bacterium
ef0fdc552d8cc9c1bf2adc4bb93b5a71	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
fd79566073e948d14b655fa5a2b87692	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Tenacibaculum	
6f637a82c0ad2ee60037fafeef928283	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia	 f__Hungateiclostridiaceae	 g__uncultured	 s__uncultured_bacterium
812764127521c87c2345de6481d02422	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_Bacteroidetes
354e2dea5c9a2efd08e397f464d8b183	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcales-Tissierellales	 g__Anaerococcus	
2505a1b63ebfc61b42b825af7ca6c448	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_bacterium
1db52042def5494692646a991987edd3	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__uncultured_prokaryote
3c80911d1ce86321c39317f818d57cb1	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospirales	 g__Lachnospirales	 s__uncultured_bacterium
62353ac7c65257328fa36a7092c8ad84	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__uncultured_marine
a9bf898e9ae167ad25fdbb5364275b0f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__Vicingus	
1a8c5f84313aabf81dd8111da69505f3	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
00af7b34fc02f6255fcb4dadd4e94aca	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Amaricoccus	
dc9add0d4c3c2efcc5fe93f83dd6873c	d__Bacteria	 p__Nitrospirota	 c__Nitrospiria	 o__Nitrospirales	 f__Nitrospiraceae	 g__Nitrospira	 s__uncultured_Nitrospirae
de3431f608eab9abd1126865ca5315c0	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__Desulfotalea	
331e07c7922b315b8ed3882dd38b3f64	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
0924b7b916a48c6b2edfc317f4375445	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Parasphingopyxis	 s__uncultured_bacterium
a5e8da535dba4ea4d5eb3108163452da	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__KI89A_clade	 f__KI89A_clade	 g__KI89A_clade	 s__uncultured_gamma
22f69b8953442f549b27d1e9ee9a2daa	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__uncultured_Bacteroidetes
f66c7594d249d94db958eead700e650a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Yersiniaceae		
52548bcb366a37541617303a81b0b3d1	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	
a64ab3658caeb228430da35ffec7c48c	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Puniceicoccaceae	 g__Lentimonas	 s__uncultured_bacterium
54d60a8d6191b0589c058fd92176e147	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
6e16045912c5b35a1b9d5cdeb18bf8f6	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae	 g__Ilumatobacter	
133128b3b519d510d85b247d510372d7	d__Bacteria						
2885a3622007b392f90523b6dcc9a0ad	Unassigned						
3e4b629ba8418794a54b48214b2a77cb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Aquabacterium	
7c15dcaabdeb029b8356d38a4cd7f260	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Ulvibacter	
2bfa6735ecd568a0e83826e9f0cdf770	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
a9ab754a60d4e45cb3c09be9aaa5f9d4	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__UASB-TL25	 f__UASB-TL25	 g__UASB-TL25	 s__uncultured_delta
715837ec85df88b2855967d8569f9435	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Terasakiellaceae	 g__Aestuariispira	
e1d5b1c8ed507e21a18231c342670477	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__Acidiphilium	
9ab81814668925723193057b8d7dc3d9	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Cyanobacteriaceae	 g__Cyanobacterium_CLg1	
da54321f8ef088774e497d4386d3e898	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingorhabdus	
00290b571bd383054082ec5a10302412	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	
2b355b318bc4949f0c6e285ab81c6cc2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Nitrincolaceae	 g__Neptunomonas	
d83e2fb6f08a004094b18cc57e70aa92	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Filomicrobium	 s__uncultured_bacterium
a68fbee10576161c4e612ee67947135f	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__Phycisphaera	 s__Phycisphaera_mikurensis
ae5bf513cf6fba124effb4aa58e978cd	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_verrucomicrobium
cb07c62b218df14cfb65d7fadf5e5844	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__uncultured_prokaryote
0411158fd7406beb2721e4f9e51b3013	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__AT-s2-59	 f__AT-s2-59	 g__AT-s2-59	 s__uncultured_sediment
ae021d8fe4922e6f9cf9938dae112b40	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Hymenobacteraceae	 g__Hymenobacter	
76b6d29d76f00ab87776a6a240bc712e	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Candidatus_Peribacteria	 f__Candidatus_Peribacteria	 g__Candidatus_Peribacteria	 s__uncultured_bacterium
39a396d1a32675c998faf76f707aa99a	d__Bacteria	 p__Deinococcota	 c__Deinococci	 o__Deinococcales	 f__Trueperaceae	 g__Truepera	 s__uncultured_Thermus/Deinococcus
8dd1bbd0e6a5cbca60b8c9d90d8a4cc3	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
3fe45f836302867071b055defe043ee1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae		
7133ebdf3a8e3fd69125387686adf613	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Winogradskyella	
