ASV	Domain	Phylum	Class	Order	Family	Genus	Species
d079af0c5b857e613033476fcb787436	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Nonlabens	
312bd4d18c38b00c6c6623ac1c1cb7fb	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	
57a4e24486a63c01685c0ada962e1714	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae	 g__Micrococcus	
d808f3389f92febbb7c3360e4f54f064	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Vibrionales	 f__Vibrionaceae	 g__Photobacterium	
060a3667b27a1c9c570b89508f4a5727	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__Roseibacillus_persicicus
d66a787280e2d8dcaebda433c8248ac3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinifilaceae	 g__uncultured	 s__uncultured_Saccharicrinis
7705e953c7f3da81794db5ffa72834da	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	 s__uncultured_marine
015707c607ddf1bc77460d6a4fbbd8a0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Robiginitomaculum	 s__Robiginitomaculum_antarcticum
dbe7c1a242dc64b0cade611052ef0351	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
cf3f58da31bb46d2dbe54ce474a539b6	d__Bacteria	 p__PAUC34f	 c__PAUC34f	 o__PAUC34f	 f__PAUC34f	 g__PAUC34f	 s__uncultured_bacterium
b70be9f9fc48b831d11929ae4989900a	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
cffa472c55872dd0c0939c268363d151	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Cellulophaga	
fb887370b4b0f4b0e0756eb4107517ce	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__uncultured	 s__uncultured_sediment
d11a26c10396c853bd50d9122e77058c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidetes_VC2.1_Bac22	 f__Bacteroidetes_VC2.1_Bac22	 g__Bacteroidetes_VC2.1_Bac22	 s__uncultured_Bacteroidetes
968cff72bcd9301c37f4bc39c3e6154a	d__Bacteria	 p__Verrucomicrobiota	 c__Lentisphaeria	 o__Lentisphaerales	 f__Lentisphaeraceae	 g__Lentisphaera	 s__uncultured_bacterium
a18653577858a489d65a150ddbf4d9aa	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	
7c07672f6d4cd58cd986c5e1d2eb8808	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae		
94caee92d4590c4dfd19e617c9ba8510	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Acanthopleuribacterales	 f__Acanthopleuribacteraceae	 g__Acanthopleuribacter	 s__uncultured_bacterium
ad03e7b22fc66bbc44910fa791806bed	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__uncultured_Pirellula
93675f15fed802893b87f36fdf1f6ba9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__Candidatus_Endobugula	
f2abffde2df0a010285733dd6e377b23	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia				
73cc921d45622f7a3b799b4f4442ff67	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__uncultured_bacterium
8c374b9a71b185593e14cc0ad2a2bcdb	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__Desulfopila	 s__uncultured_bacterium
cb20cd1960e2766d4a6c51e4ee3d3ab8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
307ae84036922b08c8241c4a51319ec1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_sp.
e116a9c16384e183799f2eb650911ac8	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__Fuerstia	 s__uncultured_bacterium
5af9f53cb9bd7e6562de91c32825f4c5	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	
64e6f98cad94d705c360a6196f37aded	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	
daa29e74cd67484830467c0ebefe661d	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
893d71b85e6a5a73be02cc203869c14b	d__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophaceae	 g__Candidatus_Omnitrophus	
1c4323adee087370d996a02412df9027	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	
439a43c76bb07d9c09388f9867dc36e2	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Sediminispirochaeta	 s__uncultured_bacterium
c7800ead08555bb9bb1e48351aca94a0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__uncultured	 s__uncultured_Alphaproteobacteria
bf4f816b3d372e07e74229ed15bffefd	d__Bacteria	 p__Acidobacteriota	 c__Subgroup_22	 o__Subgroup_22	 f__Subgroup_22	 g__Subgroup_22	
de8958f7eb6f8be559bedd2314195c34	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Izemoplasmatales	 f__Izemoplasmataceae	 g__Izimaplasma	 s__uncultured_bacterium
8bfcf4302c36ec024240aac65d380402	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia				
1cfed8432424f86261c874dad3680d9c	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__CL500-3	 s__uncultured_Phycisphaeraceae
1cecca9f61517c1cf0fb4182b4aa99c2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	 s__uncultured_Sphingobacterium
179044140f6beb866a8d35d565050d11	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bacteriovoracales	 f__Bacteriovoracaceae	 g__Peredibacter	 s__uncultured_Peredibacter
54ad30d664efb5415481f4d4e60c9181	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	
36130f1355f8f852cfabfbcff1fee3f3	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Persicirhabdus	 s__uncultured_Verrucomicrobia
2d344a51779ac7237a92a9c3e3934a42	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidetes_VC2.1_Bac22	 f__Bacteroidetes_VC2.1_Bac22	 g__Bacteroidetes_VC2.1_Bac22	 s__uncultured_organism
fe76be43298137365cd6d4809961b027	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
6c839974dd9f74672da9d21911d1acd5	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Altererythrobacter	 s__mucus_bacterium
ecc9f96a4f6975f076bb61f0ad394135	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	
c1c58bebddb9e437a049289d4ed88732	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	
dbab6edb38c7ec3343086ce5816d2022	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Cellulophaga	 s__uncultured_bacterium
ecd29f2da1257b677b1fd39fad8c2c2e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Marivirga	
962d7243387977490f640fab23a67321	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Marinicella	
e3f530e9cc6d3deedc7197d25829691c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
27c68c1b73a547ad9df11d4415fe2078	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	
e1e17f778f37cc05ea3b8ee395373de5	d__Bacteria	 p__Desulfobacterota	 c__Desulfovibrionia	 o__Desulfovibrionales			
747b8b1bc8abebc2b801781225e62a86	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Ectothiorhodospirales	 f__Thioalkalispiraceae	 g__Thiohalophilus	 s__uncultured_gamma
85571368b3ba343e47b6488e5db2e316	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__marine_bacterium
9939d37a3e045e36814531974df0f708	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	 s__uncultured_bacterium
183950db62d5582a34c64678c5fb71fe	d__Bacteria	 p__Latescibacterota	 c__Latescibacteria	 o__Latescibacterales	 f__Latescibacteraceae	 g__Latescibacteraceae	 s__uncultured_bacterium
81e1601645865b5723df61782636e1b8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
f2512ad99a3d2e751fce1ba4328c2112	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Emiliania_huxleyi
c5dddb407a5e974faaf32f50afba3999	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Psychromonadaceae	 g__Psychromonas	
555ac1c0171d6d30d4862294e2f6cc8e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae	 g__uncultured	 s__uncultured_Flammeovirgaceae
ee55d872acd52d4475275d832c85cd99	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__bacterium_episymbiont
9713159fc290c790762c3c8473060a4d	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Arcobacteraceae	 g__uncultured	
f0dc12ed5be8852c1c1831392f71eed8	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Sva1033	 f__Sva1033	 g__Sva1033	
c7a4972d36ea5729e3694747831086b8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
40fcc81fc411d3cefbad92fa2004aa58	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Ochromonas_sp.
8b7403bfcaf881c1a285c19a9954aa42	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_sp.
ea5a4dadf1c25ef8b19e9ebec7970cfb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_Bacteroidetes/Chlorobi
13fcf60291dbbb44b0cf7ea988c5386b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
da8e23065a301c64776c8f21db664163	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__Bosea	
522de78988e65559124b0060b09a20af	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Xiphinematobacteraceae	 g__Candidatus_Xiphinematobacter	 s__uncultured_Xiphinematobacteriaceae
66c2aa26b0606c4b7ccabda7011e487d	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	
fe540f1d346bad3c66c54f354e18e576	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	 s__uncultured_Bacteroidetes
56e611c37f66ba6c959eb4665689f2e6	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	 s__Campylobacter_ureolyticus
0a21b51cddb6d5ec114b86bedb0fb640	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Formosa	
c183d3767247be95a0bd4334b677a7f4	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
1b7642b1186552b7549f63f1c420c487	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Ulva_expansa
3b8a4b299a95a298ec72cff25a94b59f	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	 s__uncultured_Acidimicrobiales
900b6b56bd25f020c648f7b707f2d4cb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
0c27960f0b557d0d4b2babde5fb92d61	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__KI89A_clade	 f__KI89A_clade	 g__KI89A_clade	
dd0c8d2da49716fa5c285a43dbd75ff6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
7821b574437ef906400ff097b724695d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	 s__Portibacter_lacus
860e02fba3fdc3d6a95b37bb21f17c41	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__MSBL9	 f__SG8-4	 g__SG8-4	 s__uncultured_organism
da59d569dffc4b33dcd8dc420ce01213	d__Bacteria	 p__Myxococcota	 c__Polyangia				
011e5b0c355708fed00a6b82065ce5b1	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__uncultured	 s__uncultured_Chloroflexi
416d4dfdbe79f662c2a989c0ee42f62f	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	 s__uncultured_bacterium
9e5f7e31c3cfd2cc6f3f77c8dc936cf5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Paludibacteraceae	 g__uncultured	 s__uncultured_Bacteroidales
f39b2b912c28125bf5c4a0119ed99852	d__Bacteria	 p__Planctomycetota	 c__Pla3_lineage	 o__Pla3_lineage	 f__Pla3_lineage	 g__Pla3_lineage	
b3f51bb0eef469a962104ec53565fe5b	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	 g__Aetherobacter	 s__uncultured_bacterium
5f9971b800c6c88bd10977fd423b6f4e	d__Bacteria	 p__Latescibacterota	 c__Latescibacteria	 o__Latescibacterales	 f__Latescibacteraceae	 g__Latescibacteraceae	 s__uncultured_actinobacterium
1f6973fd207dc5fbd4a388adca61e85d	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
c490511e083b9f838999fd7fbe6db565	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	 s__Deltaproteobacteria_bacterium
c225e1de835dec36ee0c7476191617dc	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__uncultured	 s__uncultured_bacterium
4f07294f84a29aeaccc44a293b2a37d7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	 s__Portibacter_lacus
6eba2413ff9f25e7409384249c608cba	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	 s__Berkeleya_fennica
5fefa548ae78b22051cc0f16f01318dd	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae		
123409f268351e880db66338abe5e38b	d__Bacteria	 p__Latescibacterota	 c__Latescibacteria	 o__Latescibacterales	 f__Latescibacteraceae	 g__Latescibacteraceae	 s__uncultured_bacterium
6138ab4019503569c4200213dd2104bd	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__uncultured	 s__uncultured_organism
42cda72d0db059d88be28cee5962e0a8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae	 g__HTCC5015	 s__uncultured_bacterium
9ff29925c7f43f3c18896d2c780dcc92	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
78a8c6a8419a2bc0e6582611b7a4afc3	d__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophaceae	 g__Candidatus_Omnitrophus	 s__uncultured_bacterium
f86c8bb1520517773c5a46bbde3afd15	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__uncultured	 s__uncultured_marine
a51de8da439b6d2a3a8746b9d262eb16	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Magnetospiraceae	 g__uncultured	
0b5246884368bde6508c1e210aa23996	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Amoebophilaceae	 g__Candidatus_Amoebophilus	
9f67f75859de01f373a66b632daa3ac4	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Absconditabacteriales_(SR1)	 f__Absconditabacteriales_(SR1)	 g__Absconditabacteriales_(SR1)	 s__uncultured_bacterium
77b99b6a02b0e5f1893e2057ab978d02	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	
9581432e8d861cba040b26f6f7a49746	d__Bacteria						
0484ad86efad60e1e8d850177597092d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
f7307d2838fd167fd2b03d9fc680b4e2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae	 g__uncultured	 s__uncultured_sediment
8b18d5bc73239f4826fa6f49900a5e90	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	 s__uncultured_bacterium
5672759f165e633bbcfd1d0f4306794e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__uncultured	 s__uncultured_delta
b43f0fc5fd97f1873bdf47e6ad9362ec	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
1c3c8064856fac13d0321f9f9af4ef11	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	
d7323895b64548a6d231c5cce4f6b358	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Actinomarinales	 f__uncultured	 g__uncultured	
aeb1d6df9d22f0920c7934fb24d5a780	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	
255729318836081c7b73025c4edb8f8f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__SM2D12	 g__SM2D12	 s__uncultured_bacterium
bc73c7f4045d501efc10bdf512c03158	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
8318fed870a48dd4ed7e48a4c34a84e6	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__uncultured	 s__uncultured_marine
9516b994aadc5a38073e1f6c109a287f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Nitrosococcales	 f__Nitrosococcaceae	 g__Cm1-21	 s__uncultured_gamma
03799ac45f05e4f9d2d850ad657bf519	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae	 g__Halioglobus	 s__uncultured_sediment
dd351b0a6cbfb5d6bfcaa0c9af9a8013	d__Bacteria	 p__Desulfobacterota	 c__Desulfobacteria	 o__Desulfatiglandales	 f__Desulfatiglandaceae	 g__Desulfatiglans	 s__uncultured_marine
d477d183e23abdb9fdbc75d3fc4bc330	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS9_marine_group	 g__NS9_marine_group	 s__uncultured_Flavobacterium
633257eadbad8b21dc9232f265ad7750	d__Bacteria	 p__Planctomycetota	 c__BD7-11	 o__BD7-11	 f__BD7-11	 g__BD7-11	 s__uncultured_bacterium
4b8ac640b5416243f6a95feb96d81334	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__uncultured_proteobacterium
c497d606e504b40f11e7d2f2b980ba5a	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Rubritalea	 s__uncultured_bacterium
10017de6480a9cc6904a0fe882e183dc	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
1367b05a390b1a16974c81cd2866c8c2	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_Verrucomicrobia
2afa65422153798a4eedc05b5d5c6a86	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	 s__Erythrobacter_seohaensis
909c75998076c33950c52ac1f448c83f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
1b8a388ab41c8560e1baacd8b9d7b6d6	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Maribacter	
6d917fc40ac6a9f3c5bed168c3f8bce7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
718cb4faf86b11e876c09d3176ed7f61	d__Bacteria						
7bd905b9a4efd4b7d329a288dd11a5aa	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	 s__uncultured_delta
04ab4196c070458af2eac054c5972e5e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
9c37bf0069f009bc5fc7969a42a6cab9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Porticoccaceae	 g__C1-B045	 s__Cladosiphon_okamuranus
569c0c8335a5bf9c6a840a731351b827	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Puniceicoccaceae	 g__Pelagicoccus	
d48cb8a2fb47e07b247482291f3a01db	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
ca5b6e37383733bdd457c6e44ab4af2a	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__uncultured	 s__uncultured_bacterium
ee4dfaff5dc2f933eaec1f31f7853e4a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__uncultured_bacterium
300060ecd61d88775b09cb65fbfaa1ef	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Eel-36e1D6	 g__Eel-36e1D6	 s__uncultured_delta
88ecfe68d9aac027e8eaec5a7dfdea7b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
a6160bcfd5b8c065402ece69229a1a4a	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__uncultured_bacterium
e5319f7b2435d1af3e78623010b2431b	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
6237d401e82ba69965c780162a622748	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Crocinitomicaceae	 g__Fluviicola	
ed74df43c77d77522224867da979ec89	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Thalassotalea	
f246624c5d2c2df66a4ff988b1f3e5b5	d__Bacteria	 p__SAR324_clade(Marine_group_B)	 c__SAR324_clade(Marine_group_B)	 o__SAR324_clade(Marine_group_B)	 f__SAR324_clade(Marine_group_B)	 g__SAR324_clade(Marine_group_B)	 s__uncultured_bacterium
921ce7a9fd3dade05afcb446b92b1d93	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__alphaI_cluster	
2d0a380fa6a6107d410b619bf168dfd6	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	 s__uncultured_prokaryote
41b2faa62623248e3495704c0bf85249	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	
ab08c6dba22c8e2e4d30c60639ce6e88	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Nonlabens	
9e1ae1649508e11bfa17954649896d8b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
